order_id, products
2774568,None
2588536,1748 
2572142,None
1309059,None
2377342,None
1078531,None
1054066,None
3235117,1748 
714005,1748 
1917547,None
1301634,None
3111365,None
2876773,1748 
1531618,1748 
2362483,None
464517,None
2026812,None
2415900,None
2895386,None
1771407,None
2395413,None
2356481,None
270428,None
1308121,None
2194000,None
1850480,None
3071078,None
125167,None
1165731,None
2210223,None
3367740,None
1938513,None
1557068,None
274063,None
1324909,None
2471827,None
1490168,None
1244197,None
2711113,None
3079638,None
878014,None
2601844,None
1641422,None
1568039,None
2578335,None
2773542,None
2372619,None
709559,None
792121,None
697336,None
475054,None
732380,None
3356632,None
664014,None
3059810,None
3178709,None
1935319,None
26483,None
91860,None
2437750,None
984150,None
441825,None
256233,None
2775287,None
1850735,None
1779038,None
2742228,None
2990629,None
3238220,None
3327760,None
1862567,None
2894915,None
3181932,None
3066374,None
2641106,None
1456027,None
89102,None
2878043,None
2937741,None
111707,None
821750,None
3358604,None
238482,None
2338213,None
60054,None
3388821,None
1767542,None
3279998,None
1096735,None
2933584,None
2613425,None
1186229,None
50250,None
575850,None
109068,None
1147029,None
268567,None
1580696,None
3100792,None
1950245,None
1650784,None
34078,None
1640651,None
3163951,227 451 866 915 1040 1248 1748 2276 2313 2607 2885 3096 3209 3223 4046 4064 4819 5026 5439 5656 5659 5833 6010 6056 6109 6493 6502 6572 6786 6953 7113 8225 8227 8281 8439 8665 9118 9223 9636 9794 10335 10523 10531 10692 11164 11249 11614 12028 12063 12112 12298 12493 12838 12934 13542 13605 13625 14544 15005 15011 16368 16396 16523 16612 16862 17059 17202 17794 17996 19227 19693 19694 20036 20171 21538 21548 21655 21843 22159 22318 22378 22851 23624 23825 23877 23946 24084 24645 24676 24731 24915 25737 27009 27330 27530 27924 28399 28407 28834 29033 29242 29489 29897 30198 30417 30489 30522 30763 31885 32149 32410 32844 33029 33078 33212 34946 35269 35495 35559 35684 35962 36002 36122 36210 36603 37143 37763 38439 38790 38862 39036 39344 39388 39839 40060 40307 40418 40492 40704 40832 40846 41493 41801 41981 42658 43041 43497 43619 43648 43894 44482 44654 45312 45423 45685 45773 46262 46874 47040 47086 47104 47466 47690 47929 48969 49434 49504 49627 
1233752,None
3059820,227 451 866 915 1040 1248 1748 2276 2313 2607 2885 3096 3209 3223 4046 4064 4819 5026 5439 5656 5659 5833 6010 6056 6109 6493 6502 6572 6786 6953 7113 8225 8227 8281 8439 8665 9118 9636 9794 10335 10523 10531 10692 11164 11249 11614 12028 12063 12112 12298 12493 12838 12934 13542 13605 13625 14544 15005 15011 16368 16396 16523 16612 16862 17059 17202 17794 17996 19227 19693 19694 20036 20171 21538 21548 21655 21843 22159 22318 22378 22851 23624 23825 23877 23946 24084 24645 24676 24731 24915 25737 27009 27330 27530 27924 28399 28407 28834 29033 29242 29489 29897 30198 30417 30489 30522 30763 31885 32149 32410 32844 33029 33078 33212 34946 35269 35495 35559 35684 35962 36002 36122 36210 36603 37143 37763 38439 38790 38862 39036 39344 39388 39839 40060 40307 40418 40492 40704 40832 40846 41493 41801 41981 42658 43041 43497 43619 43648 43894 44482 44654 45312 45423 45685 45773 46262 46874 47040 47086 47104 47466 47690 47929 48969 49434 49504 49627 
1949063,None
1816567,None
289790,None
2200456,None
436064,None
2549505,None
2679700,227 451 915 1040 1248 1748 2276 2313 2607 2885 3209 3223 4046 4064 4819 5026 5439 5656 5659 5833 6010 6056 6109 6493 6502 6572 6786 6953 8225 8227 8281 8439 8665 9223 9636 9794 10335 10523 10531 10692 11164 11249 12028 12063 12298 12493 12838 12934 13605 13625 14544 15005 15011 16368 16396 16416 16523 16612 16862 17059 17202 17794 17996 19227 19694 20036 20171 21538 21548 21655 22318 22378 22851 23624 23877 23946 24084 24645 24676 24731 24915 25737 27009 27530 27924 28399 28407 28834 29033 29242 29489 29897 30198 30417 30489 30522 30763 31885 32149 32410 32844 33029 33078 33212 35269 35495 35559 35684 35962 36002 36122 36210 36603 37143 37763 38439 38790 38862 39036 39344 39388 39839 40060 40307 40418 40492 40832 41493 41801 41981 42658 43041 43497 43619 43648 43894 44654 45312 45423 45685 45773 46262 46874 47040 47086 47104 47690 47929 48969 49434 49627 
1062207,None
2378774,None
3200939,None
1964754,227 451 915 1040 1248 1748 2276 2313 2607 2885 3209 3223 4046 4064 4819 5026 5439 5656 5659 5833 6010 6056 6109 6493 6502 6572 6786 6953 8225 8227 8281 8439 8665 9223 9636 9794 10335 10523 10531 10692 11164 11249 12028 12063 12298 12493 12838 12934 13625 14544 15005 15011 16368 16396 16416 16523 16612 16862 17059 17202 17794 17996 19227 19694 20036 20171 21538 21548 21655 22318 22378 22851 23624 23877 23946 24084 24645 24676 24915 25737 27009 27330 27530 27924 28399 28407 28834 29033 29242 29489 29897 30198 30417 30489 30522 30763 31885 32149 32410 32844 33029 33078 33212 35269 35495 35559 35684 35962 36002 36122 36210 36603 37143 37763 38439 38790 38862 39036 39344 39388 40060 40307 40418 40492 40832 41493 41801 41981 42658 43041 43619 43648 43894 44654 45312 45423 45685 45773 46262 46874 47040 47086 47104 47690 47929 48969 49434 49504 49627 
1381980,227 451 915 1040 1248 1748 2276 2313 2607 2885 3209 3223 4046 4064 4819 5026 5439 5656 5659 5833 6010 6056 6109 6493 6502 6572 6786 6953 8225 8227 8281 8439 8665 9223 9636 9794 10335 10523 10531 10692 11164 11249 12028 12063 12298 12493 12838 12934 13625 14544 15005 15011 16368 16396 16416 16523 16612 16862 17059 17202 17794 17996 19227 19694 20036 20171 21538 21548 21655 22318 22378 22851 23624 23877 23946 24084 24645 24676 24915 25737 27009 27924 28399 28407 28834 29033 29242 29489 29897 30198 30417 30489 30522 30763 31885 32149 32410 32844 33029 33078 33212 35269 35495 35559 35684 35962 36002 36122 36210 36603 37143 37763 38439 38790 39036 39344 39388 40060 40307 40418 40492 40832 41493 41801 41981 42658 43041 43619 43648 43894 44654 45312 45423 45685 45773 46262 46874 47040 47086 47104 47690 47929 48969 49434 49627 
896223,None
2702400,None
259417,None
2569235,None
992965,None
248903,None
